ref_perturbation,ref_target,num_ha_perturbed,newlig1_smi,newlig2_smi,input_smarts
lig_06_ligPyr~lig_01_ligF,galectin,5,c1ccc(N2CCCC2)cc1,Fc1ccccc1,c[1*]N1CCCC1~c[1*]F
lig_01_ligF~lig_07_ligOH,galectin,1,Fc1ccccc1,Oc1ccccc1,c[1*]F~c[1*]O
lig_07_ligOH~lig_01_ligF,galectin,1,Oc1ccccc1,Fc1ccccc1,c[1*]O~c[1*]F
lig_01_ligF~lig_03_ligNHMe,galectin,2,Fc1ccccc1,CNc1ccccc1,c[1*]F~c[1*]NC
lig_03_ligNHMe~lig_01_ligF,galectin,2,CNc1ccccc1,Fc1ccccc1,c[1*]NC~c[1*]F
lig_01_ligF~lig_08_ligNH2,galectin,1,Fc1ccccc1,Nc1ccccc1,c[1*]F~c[1*]N
lig_08_ligNH2~lig_01_ligF,galectin,1,Nc1ccccc1,Fc1ccccc1,c[1*]N~c[1*]F
lig_06_ligPyr~lig_07_ligOH,galectin,5,c1ccc(N2CCCC2)cc1,Oc1ccccc1,c[1*]N1CCCC1~c[1*]O
lig_07_ligOH~lig_06_ligPyr,galectin,5,Oc1ccccc1,c1ccc(N2CCCC2)cc1,c[1*]O~c[1*]N1CCCC1
lig_06_ligPyr~lig_03_ligNHMe,galectin,5,c1ccc(N2CCCC2)cc1,CNc1ccccc1,c[1*]N1CCCC1~c[1*]NC
lig_03_ligNHMe~lig_06_ligPyr,galectin,5,CNc1ccccc1,c1ccc(N2CCCC2)cc1,c[1*]NC~c[1*]N1CCCC1
lig_06_ligPyr~lig_08_ligNH2,galectin,5,c1ccc(N2CCCC2)cc1,Nc1ccccc1,c[1*]N1CCCC1~c[1*]N
lig_08_ligNH2~lig_06_ligPyr,galectin,5,Nc1ccccc1,c1ccc(N2CCCC2)cc1,c[1*]N~c[1*]N1CCCC1
lig_07_ligOH~lig_03_ligNHMe,galectin,2,Oc1ccccc1,CNc1ccccc1,c[1*]O~c[1*]NC
lig_03_ligNHMe~lig_07_ligOH,galectin,2,CNc1ccccc1,Oc1ccccc1,c[1*]NC~c[1*]O
lig_07_ligOH~lig_08_ligNH2,galectin,1,Oc1ccccc1,Nc1ccccc1,c[1*]O~c[1*]N
lig_08_ligNH2~lig_07_ligOH,galectin,1,Nc1ccccc1,Oc1ccccc1,c[1*]N~c[1*]O
CHEMBL1086409~CHEMBL1086410,eg5,4,FCc1ccc(F)c(CF)c1CF,CCc1cccc(CC)c1CC,c[1*]F.C[3*]F.C[2*]F.C[4*]F~C[3*]C.C[2*]C.C[1*]C
CHEMBL1086410~CHEMBL1086409,eg5,4,CCc1cccc(CC)c1CC,FCc1ccc(F)c(CF)c1CF,C[3*]C.C[2*]C.C[1*]C~c[1*]F.C[3*]F.C[2*]F.C[4*]F
CHEMBL1086409~CHEMBL1082248,eg5,4,Fc1ccccc1C(F)(F)F,Fc1ccccc1Br,c[1*]F.c[2*]C(F)(F)F~c[1*]F.c[2*]Br
CHEMBL1082248~CHEMBL1086409,eg5,4,Fc1ccccc1Br,Fc1ccccc1C(F)(F)F,c[1*]F.c[2*]Br~c[1*]F.c[2*]C(F)(F)F
CHEMBL1086409~CHEMBL1083836,eg5,7,Fc1ccccc1C(F)(F)F,c1ccc(C2CC2)cc1,c[1*]F.c[2*]C(F)(F)F~c[1*]C1CC1
CHEMBL1083836~CHEMBL1086409,eg5,7,c1ccc(C2CC2)cc1,Fc1ccccc1C(F)(F)F,c[1*]C1CC1~c[1*]F.c[2*]C(F)(F)F
CHEMBL1086409~CHEMBL1082249,eg5,10,Fc1ccccc1C(F)(F)F,CC(=O)NCCc1cccc(Br)c1F,c[1*]F.c[2*]C(F)(F)F~C[1*]CNC(C)=O.c[2*]F.c[3*]Br
CHEMBL1082249~CHEMBL1086409,eg5,10,CC(=O)NCCc1cccc(Br)c1F,Fc1ccccc1C(F)(F)F,C[1*]CNC(C)=O.c[2*]F.c[3*]Br~c[1*]F.c[2*]C(F)(F)F
CHEMBL1086409~CHEMBL1096002,eg5,7,Fc1ccccc1C(F)(F)F,OCCc1cccc(Cl)c1F,c[1*]F.c[2*]C(F)(F)F~C[1*]CO.c[2*]F.c[3*]Cl
CHEMBL1096002~CHEMBL1086409,eg5,7,OCCc1cccc(Cl)c1F,Fc1ccccc1C(F)(F)F,C[1*]CO.c[2*]F.c[3*]Cl~c[1*]F.c[2*]C(F)(F)F
CHEMBL1086409~CHEMBL1085895,eg5,6,Fc1ccccc1,O=Cc1ccccc1CNCCCO,c[1*]F~C[1*]=O.C[2*]NCCCO
CHEMBL1085895~CHEMBL1086409,eg5,6,O=Cc1ccccc1CNCCCO,Fc1ccccc1,C[1*]=O.C[2*]NCCCO~c[1*]F
CHEMBL1093087~CHEMBL1084431,eg5,9,c1ccc(Nc2ccccc2)cc1,Cc1ccc(C(=O)Nc2ccccc2)cc1,N[1*]c1ccccc1~N[1*]C(=O)c1ccc(C)cc1
CHEMBL1084431~CHEMBL1093087,eg5,9,Cc1ccc(C(=O)Nc2ccccc2)cc1,c1ccc(Nc2ccccc2)cc1,N[1*]C(=O)c1ccc(C)cc1~N[1*]c1ccccc1
CHEMBL1086410~CHEMBL1082248,eg5,5,CC(C)(C)c1ccccc1,Fc1ccccc1Br,c[1*]C(C)(C)C~c[1*]F.c[2*]Br
CHEMBL1082248~CHEMBL1086410,eg5,5,Fc1ccccc1Br,CC(C)(C)c1ccccc1,c[1*]F.c[2*]Br~c[1*]C(C)(C)C
CHEMBL1086410~CHEMBL1083836,eg5,4,CC(C)(C)c1ccccc1,c1ccc(C2CC2)cc1,c[1*]C(C)(C)C~c[1*]C1CC1
CHEMBL1083836~CHEMBL1086410,eg5,4,c1ccc(C2CC2)cc1,CC(C)(C)c1ccccc1,c[1*]C1CC1~c[1*]C(C)(C)C
CHEMBL1086410~CHEMBL1082249,eg5,7,CC(C)(C)c1ccccc1,CC(=O)NCCc1cccc(Br)c1F,c[1*]C(C)(C)C~C[1*]CNC(C)=O.c[2*]F.c[3*]Br
CHEMBL1082249~CHEMBL1086410,eg5,7,CC(=O)NCCc1cccc(Br)c1F,CC(C)(C)c1ccccc1,C[1*]CNC(C)=O.c[2*]F.c[3*]Br~c[1*]C(C)(C)C
CHEMBL1086410~CHEMBL1096002,eg5,6,CC(C)(C)c1ccccc1,OCCc1cccc(Cl)c1F,c[1*]C(C)(C)C~C[1*]CO.c[2*]F.c[3*]Cl
CHEMBL1096002~CHEMBL1086410,eg5,6,OCCc1cccc(Cl)c1F,CC(C)(C)c1ccccc1,C[1*]CO.c[2*]F.c[3*]Cl~c[1*]C(C)(C)C
CHEMBL1086410~CHEMBL1083517,eg5,4,CCc1cccc(CC)c1CC,Oc1ccc(CF)c(CF)c1CF,C[3*]C.C[1*]C.C[2*]C~c[1*]O.C[2*]F.C[3*]F.C[4*]F
CHEMBL1083517~CHEMBL1086410,eg5,4,Oc1ccc(CF)c(CF)c1CF,CCc1cccc(CC)c1CC,c[1*]O.C[2*]F.C[3*]F.C[4*]F~C[3*]C.C[1*]C.C[2*]C
CHEMBL1086410~CHEMBL1085895,eg5,9,CCc1cccc(CC)c1CC,O=Cc1cc(CF)c(CF)c(CF)c1CNCCCO,C[1*]C.C[2*]C.C[3*]C~C[1*]=O.C[2*]NCCCO.C[4*]F.C[5*]F.C[3*]F
CHEMBL1085895~CHEMBL1086410,eg5,9,O=Cc1cc(CF)c(CF)c(CF)c1CNCCCO,CCc1cccc(CC)c1CC,C[1*]=O.C[2*]NCCCO.C[4*]F.C[5*]F.C[3*]F~C[1*]C.C[2*]C.C[3*]C
CHEMBL1078691~CHEMBL1088740,eg5,4,CCc1ccc(O)c(CC)c1CC,c1ccccc1,C[2*]C.C[4*]C.C[3*]C.c[1*]O~
CHEMBL1088740~CHEMBL1078691,eg5,4,c1ccccc1,CCc1ccc(O)c(CC)c1CC,~C[2*]C.C[4*]C.C[3*]C.c[1*]O
CHEMBL1078691~CHEMBL1089056,eg5,1,Oc1ccccc1,c1ccccc1,c[1*]O~
CHEMBL1089056~CHEMBL1078691,eg5,1,c1ccccc1,Oc1ccccc1,~c[1*]O
CHEMBL1078691~CHEMBL1089393,eg5,5,CC(C)(C)c1ccccc1O,Clc1ccccc1,c[2*]C(C)(C)C.c[1*]O~c[1*]Cl
CHEMBL1089393~CHEMBL1078691,eg5,5,Clc1ccccc1,CC(C)(C)c1ccccc1O,c[1*]Cl~c[2*]C(C)(C)C.c[1*]O
CHEMBL1078691~CHEMBL1093088,eg5,9,CCc1ccc(O)c(CC)c1CC,FCc1ccc(CCn2cncn2)c(CF)c1CF,C[2*]C.C[1*]C.C[3*]C.c[4*]O~C[1*]F.C[2*]F.C[3*]F.CH[4*]Cn1cncn1
CHEMBL1093088~CHEMBL1078691,eg5,9,FCc1ccc(CCn2cncn2)c(CF)c1CF,CCc1ccc(O)c(CC)c1CC,C[1*]F.C[2*]F.C[3*]F.CH[4*]Cn1cncn1~C[2*]C.C[1*]C.C[3*]C.c[4*]O
CHEMBL1088740~CHEMBL1089056,eg5,3,c1ccccc1,CCc1cccc(CC)c1CC,~C[1*]C.C[2*]C.C[3*]C
CHEMBL1089056~CHEMBL1088740,eg5,3,CCc1cccc(CC)c1CC,c1ccccc1,C[1*]C.C[2*]C.C[3*]C~
CHEMBL1088740~CHEMBL1078774,eg5,5,c1ccccc1,CCc1cc(F)c(O)c(CC)c1CC,~C[4*]C.C[3*]C.C[5*]C.c[1*]O.c[2*]F
CHEMBL1078774~CHEMBL1088740,eg5,5,CCc1cc(F)c(O)c(CC)c1CC,c1ccccc1,C[4*]C.C[3*]C.C[5*]C.c[1*]O.c[2*]F~
CHEMBL1088740~CHEMBL1093088,eg5,9,c1ccccc1,FCc1ccc(CCn2cncn2)c(CF)c1CF,~C[3*]F.C[2*]F.C[4*]F.CH[1*]Cn1cncn1
CHEMBL1093088~CHEMBL1088740,eg5,9,FCc1ccc(CCn2cncn2)c(CF)c1CF,c1ccccc1,C[3*]F.C[2*]F.C[4*]F.CH[1*]Cn1cncn1~
CHEMBL1085666~CHEMBL1085895,eg5,7,c1ccccc1,O=C(NCCCO)Nc1ccccc1,~N[1*]C(=O)NCCCO
CHEMBL1085895~CHEMBL1085666,eg5,7,O=C(NCCCO)Nc1ccccc1,c1ccccc1,N[1*]C(=O)NCCCO~
CHEMBL1082248~CHEMBL1083836,eg5,4,Fc1ccccc1Br,c1ccc(C2CC2)cc1,c[1*]F.c[2*]Br~c[1*]C1CC1
CHEMBL1083836~CHEMBL1082248,eg5,4,c1ccc(C2CC2)cc1,Fc1ccccc1Br,c[1*]C1CC1~c[1*]F.c[2*]Br
CHEMBL1082248~CHEMBL1082249,eg5,5,c1ccccc1,CC(=O)NCCc1ccccc1,~C[1*]CNC(C)=O
CHEMBL1082249~CHEMBL1082248,eg5,5,CC(=O)NCCc1ccccc1,c1ccccc1,C[1*]CNC(C)=O~
CHEMBL1082248~CHEMBL1096002,eg5,1,Brc1ccccc1,OCCc1ccccc1Cl,c[1*]Br~C[1*]CO.c[2*]Cl
CHEMBL1096002~CHEMBL1082248,eg5,1,OCCc1ccccc1Cl,Brc1ccccc1,C[1*]CO.c[2*]Cl~c[1*]Br
CHEMBL1082248~CHEMBL1083517,eg5,4,Fc1ccccc1Br,Oc1ccccc1C(F)(F)F,c[1*]F.c[2*]Br~c[1*]O.c[2*]C(F)(F)F
CHEMBL1083517~CHEMBL1082248,eg5,4,Oc1ccccc1C(F)(F)F,Fc1ccccc1Br,c[1*]O.c[2*]C(F)(F)F~c[1*]F.c[2*]Br
CHEMBL1082248~CHEMBL1085895,eg5,9,Fc1ccccc1Br,O=Cc1cccc(C(F)(F)F)c1CNCCCO,c[1*]F.c[2*]Br~C[2*]=O.C[1*]NCCCO.c[3*]C(F)(F)F
CHEMBL1085895~CHEMBL1082248,eg5,9,O=Cc1cccc(C(F)(F)F)c1CNCCCO,Fc1ccccc1Br,C[2*]=O.C[1*]NCCCO.c[3*]C(F)(F)F~c[1*]F.c[2*]Br
CHEMBL1083836~CHEMBL1082249,eg5,7,c1ccc(C2CC2)cc1,CC(=O)NCCc1cccc(Br)c1F,c[1*]C1CC1~C[1*]CNC(C)=O.c[2*]F.c[3*]Br
CHEMBL1082249~CHEMBL1083836,eg5,7,CC(=O)NCCc1cccc(Br)c1F,c1ccc(C2CC2)cc1,C[1*]CNC(C)=O.c[2*]F.c[3*]Br~c[1*]C1CC1
CHEMBL1083836~CHEMBL1096002,eg5,5,c1ccc(C2CC2)cc1,OCCc1cccc(Cl)c1F,c[1*]C1CC1~C[1*]CO.c[2*]F.c[3*]Cl
CHEMBL1096002~CHEMBL1083836,eg5,5,OCCc1cccc(Cl)c1F,c1ccc(C2CC2)cc1,C[1*]CO.c[2*]F.c[3*]Cl~c[1*]C1CC1
CHEMBL1083836~CHEMBL1083517,eg5,7,c1ccc(C2CC2)cc1,Oc1ccccc1C(F)(F)F,c[1*]C1CC1~c[1*]O.c[2*]C(F)(F)F
CHEMBL1083517~CHEMBL1083836,eg5,7,Oc1ccccc1C(F)(F)F,c1ccc(C2CC2)cc1,c[1*]O.c[2*]C(F)(F)F~c[1*]C1CC1
CHEMBL1082249~CHEMBL1096002,eg5,3,CC(=O)NCc1ccccc1Br,OCc1ccccc1Cl,C[1*]NC(C)=O.c[2*]Br~C[1*]O.c[2*]Cl
CHEMBL1096002~CHEMBL1082249,eg5,3,OCc1ccccc1Cl,CC(=O)NCc1ccccc1Br,C[1*]O.c[2*]Cl~C[1*]NC(C)=O.c[2*]Br
CHEMBL1082249~CHEMBL1083517,eg5,10,CC(=O)NCCc1cccc(Br)c1F,Oc1ccccc1C(F)(F)F,C[1*]CNC(C)=O.c[2*]F.c[3*]Br~c[1*]O.c[2*]C(F)(F)F
CHEMBL1083517~CHEMBL1082249,eg5,10,Oc1ccccc1C(F)(F)F,CC(=O)NCCc1cccc(Br)c1F,c[1*]O.c[2*]C(F)(F)F~C[1*]CNC(C)=O.c[2*]F.c[3*]Br
CHEMBL1082249~CHEMBL1085895,eg5,5,CC(=O)NCCc1cccc(Br)c1F,O=Cc1cccc(C(F)(F)F)c1CNCCCO,C[1*]CNC(C)=O.c[2*]F.c[3*]Br~C[1*]=O.C[2*]NCCCO.c[3*]C(F)(F)F
CHEMBL1085895~CHEMBL1082249,eg5,5,O=Cc1cccc(C(F)(F)F)c1CNCCCO,CC(=O)NCCc1cccc(Br)c1F,C[1*]=O.C[2*]NCCCO.c[3*]C(F)(F)F~C[1*]CNC(C)=O.c[2*]F.c[3*]Br
CHEMBL1096002~CHEMBL1083517,eg5,7,OCCc1cccc(Cl)c1F,Oc1ccccc1C(F)(F)F,C[1*]CO.c[2*]F.c[3*]Cl~c[1*]O.c[2*]C(F)(F)F
CHEMBL1083517~CHEMBL1096002,eg5,7,Oc1ccccc1C(F)(F)F,OCCc1cccc(Cl)c1F,c[1*]O.c[2*]C(F)(F)F~C[1*]CO.c[2*]F.c[3*]Cl
CHEMBL1096002~CHEMBL1085895,eg5,9,OCCc1cccc(Cl)c1F,O=Cc1cccc(C(F)(F)F)c1CNCCCO,C[1*]CO.c[2*]F.c[3*]Cl~C[1*]=O.C[2*]NCCCO.c[3*]C(F)(F)F
CHEMBL1085895~CHEMBL1096002,eg5,9,O=Cc1cccc(C(F)(F)F)c1CNCCCO,OCCc1cccc(Cl)c1F,C[1*]=O.C[2*]NCCCO.c[3*]C(F)(F)F~C[1*]CO.c[2*]F.c[3*]Cl
CHEMBL1083517~CHEMBL1085895,eg5,6,Oc1ccccc1,O=Cc1ccccc1CNCCCO,c[1*]O~C[1*]=O.C[2*]NCCCO
CHEMBL1085895~CHEMBL1083517,eg5,6,O=Cc1ccccc1CNCCCO,Oc1ccccc1,C[1*]=O.C[2*]NCCCO~c[1*]O
CHEMBL1089056~CHEMBL1089393,eg5,3,CC(C)(C)c1ccccc1,Clc1ccccc1,c[1*]C(C)(C)C~c[1*]Cl
CHEMBL1089393~CHEMBL1089056,eg5,3,Clc1ccccc1,CC(C)(C)c1ccccc1,c[1*]Cl~c[1*]C(C)(C)C
CHEMBL1089056~CHEMBL1078774,eg5,2,c1ccccc1,Oc1ccccc1F,~c[1*]O.c[2*]F
CHEMBL1078774~CHEMBL1089056,eg5,2,Oc1ccccc1F,c1ccccc1,c[1*]O.c[2*]F~
CHEMBL1089056~CHEMBL1093088,eg5,9,CCc1cccc(CC)c1CC,FCc1ccc(CCn2cncn2)c(CF)c1CF,C[1*]C.C[2*]C.C[3*]C~C[3*]F.C[2*]F.C[1*]F.CH[4*]Cn1cncn1
CHEMBL1093088~CHEMBL1089056,eg5,9,FCc1ccc(CCn2cncn2)c(CF)c1CF,CCc1cccc(CC)c1CC,C[3*]F.C[2*]F.C[1*]F.CH[4*]Cn1cncn1~C[1*]C.C[2*]C.C[3*]C
CHEMBL1085895~CHEMBL1093088,eg5,8,O=C(NCCCO)NCc1ccccc1,c1ccc(Cn2cncn2)cc1,C[1*]NC(=O)NCCCO~C[1*]n1cncn1
CHEMBL1093088~CHEMBL1085895,eg5,8,c1ccc(Cn2cncn2)cc1,O=C(NCCCO)NCc1ccccc1,C[1*]n1cncn1~C[1*]NC(=O)NCCCO
CHEMBL1089393~CHEMBL1078774,eg5,6,Clc1ccccc1,CC(C)(C)c1cccc(F)c1O,c[1*]Cl~c[3*]C(C)(C)C.c[1*]O.c[2*]F
CHEMBL1078774~CHEMBL1089393,eg5,6,CC(C)(C)c1cccc(F)c1O,Clc1ccccc1,c[3*]C(C)(C)C.c[1*]O.c[2*]F~c[1*]Cl
CHEMBL1089393~CHEMBL1093088,eg5,9,Clc1ccccc1,FC(F)(F)c1ccccc1CCn1cncn1,c[1*]Cl~c[2*]C(F)(F)F.CH[1*]Cn1cncn1
CHEMBL1093088~CHEMBL1089393,eg5,9,FC(F)(F)c1ccccc1CCn1cncn1,Clc1ccccc1,c[2*]C(F)(F)F.CH[1*]Cn1cncn1~c[1*]Cl
CHEMBL1078774~CHEMBL1093088,eg5,10,CCc1cc(F)c(O)c(CC)c1CC,FCc1ccc(CCn2cncn2)c(CF)c1CF,C[2*]C.C[3*]C.C[1*]C.c[4*]O.c[5*]F~C[1*]F.C[2*]F.C[3*]F.CH[4*]Cn1cncn1
CHEMBL1093088~CHEMBL1078774,eg5,10,FCc1ccc(CCn2cncn2)c(CF)c1CF,CCc1cc(F)c(O)c(CC)c1CC,C[1*]F.C[2*]F.C[3*]F.CH[4*]Cn1cncn1~C[2*]C.C[3*]C.C[1*]C.c[4*]O.c[5*]F
266~256,hif2a,9,Fc1c(SC(F)(F)F)ccc2cn[nH]c12,NSc1cccc(F)c1F,S[4*]C(F)(F)F.c[1*]F.c[2*]:[nH]nc:[3*]~c[1*]F.c[2*]F.S[3*]N
256~266,hif2a,9,NSc1cccc(F)c1F,Fc1c(SC(F)(F)F)ccc2cn[nH]c12,c[1*]F.c[2*]F.S[3*]N~S[4*]C(F)(F)F.c[1*]F.c[2*]:[nH]nc:[3*]
266~237,hif2a,6,FCc1ccc2cn[nH]c2c1F,N#Cc1ccccc1F,C[4*]F.c[1*]F.c[2*]:[nH]nc:[3*]~c[2*]C#N.c[1*]F
237~266,hif2a,6,N#Cc1ccccc1F,FCc1ccc2cn[nH]c2c1F,c[2*]C#N.c[1*]F~C[4*]F.c[1*]F.c[2*]:[nH]nc:[3*]
266~25,hif2a,10,Fc1cc2cccc(F)c2c2cn[nH]c12,Clc1cncc2ccccc12,c[1*]:c1cn[nH]c1c(F)cc:[2*].c[3*]F~c[1*]:cc(Cl)cnc:[2*]
25~266,hif2a,10,Clc1cncc2ccccc12,Fc1cc2cccc(F)c2c2cn[nH]c12,c[1*]:cc(Cl)cnc:[2*]~c[1*]:c1cn[nH]c1c(F)cc:[2*].c[3*]F
266~252,hif2a,9,Fc1c(SC(F)(F)F)ccc2cn[nH]c12,N#Cc1c(F)cccc1SN,S[4*]C(F)(F)F.c[1*]F.c[2*]:[nH]nc:[3*]~c[1*]F.c[2*]C#N.S[3*]N
252~266,hif2a,9,N#Cc1c(F)cccc1SN,Fc1c(SC(F)(F)F)ccc2cn[nH]c12,c[1*]F.c[2*]C#N.S[3*]N~S[4*]C(F)(F)F.c[1*]F.c[2*]:[nH]nc:[3*]
266~57,hif2a,8,FCc1cc2cn[nH]c2c(F)c1CF,N#Cc1ccccc1F,C[1*]F.C[2*]F.c[3*]F.c[4*]:[nH]nc:[5*]~c[1*]F.c[2*]C#N
57~266,hif2a,8,N#Cc1ccccc1F,FCc1cc2cn[nH]c2c(F)c1CF,c[1*]F.c[2*]C#N~C[1*]F.C[2*]F.c[3*]F.c[4*]:[nH]nc:[5*]
266~235,hif2a,10,Fc1cc2ccccc2c2cn[nH]c12,N#Cc1cncc2ccccc12,c[1*]:ccc(F)c1[nH]ncc1:[2*]~c[1*]:cc(C#N)cnc:[2*]
235~266,hif2a,10,N#Cc1cncc2ccccc12,Fc1cc2ccccc2c2cn[nH]c12,c[1*]:cc(C#N)cnc:[2*]~c[1*]:ccc(F)c1[nH]ncc1:[2*]
266~227,hif2a,7,FCc1ccc2cn[nH]c2c1F,N#Cc1ccccc1F,C[1*]F.c[2*]F.c[3*]:[nH]nc:[4*]~c[1*]F.c[2*]C#N
227~266,hif2a,7,N#Cc1ccccc1F,FCc1ccc2cn[nH]c2c1F,c[1*]F.c[2*]C#N~C[1*]F.c[2*]F.c[3*]:[nH]nc:[4*]
266~336,hif2a,10,FCc1cc2cn[nH]c2c(F)c1SC(F)(F)F,N#Cc1c(F)ccc(SN)c1CF,S[5*]C(F)(F)F.C[1*]F.c[2*]F.c[3*]:[nH]nc:[4*]~c[2*]F.c[3*]C#N.CH[1*]F.S[4*]N
336~266,hif2a,10,N#Cc1c(F)ccc(SN)c1CF,FCc1cc2cn[nH]c2c(F)c1SC(F)(F)F,c[2*]F.c[3*]C#N.CH[1*]F.S[4*]N~S[5*]C(F)(F)F.C[1*]F.c[2*]F.c[3*]:[nH]nc:[4*]
266~7b,hif2a,8,FCc1c(CF)c(F)c2[nH]ncc2c1CF,CCc1cccc(F)c1Cl,C[1*]F.C[2*]F.C[6*]F.c[3*]F.c[4*]:[nH]nc:[5*]~c[2*]F.c[3*]Cl.CH[1*]C
7b~266,hif2a,8,CCc1cccc(F)c1Cl,FCc1c(CF)c(F)c2[nH]ncc2c1CF,c[2*]F.c[3*]Cl.CH[1*]C~C[1*]F.C[2*]F.C[6*]F.c[3*]F.c[4*]:[nH]nc:[5*]
266~156,hif2a,9,FCc1c(CF)c(F)c2[nH]ncc2c1CF,N#Cc1ccccc1,C[2*]F.C[1*]F.C[6*]F.c[3*]F.c[4*]:[nH]nc:[5*]~c[1*]C#N
156~266,hif2a,9,N#Cc1ccccc1,FCc1c(CF)c(F)c2[nH]ncc2c1CF,c[1*]C#N~C[2*]F.C[1*]F.C[6*]F.c[3*]F.c[4*]:[nH]nc:[5*]
266~15,hif2a,6,FCc1ccc2cn[nH]c2c1F,N#Cc1ccccc1F,C[4*]F.c[1*]F.c[2*]:[nH]nc:[3*]~c[1*]F.c[2*]C#N
15~266,hif2a,6,N#Cc1ccccc1F,FCc1ccc2cn[nH]c2c1F,c[1*]F.c[2*]C#N~C[4*]F.c[1*]F.c[2*]:[nH]nc:[3*]
266~163,hif2a,8,FCc1c(CF)c(F)c2[nH]ncc2c1CF,N#Cc1ccccc1F,C[5*]F.C[6*]F.C[4*]F.c[1*]F.c[2*]:[nH]nc:[3*]~c[1*]F.c[2*]C#N
163~266,hif2a,8,N#Cc1ccccc1F,FCc1c(CF)c(F)c2[nH]ncc2c1CF,c[1*]F.c[2*]C#N~C[5*]F.C[6*]F.C[4*]F.c[1*]F.c[2*]:[nH]nc:[3*]
266~290,hif2a,6,OCc1ccc2cn[nH]c2c1F,N#Cc1cccc(CN)c1F,CH[1*]O.c[2*]F.c[3*]:[nH]nc:[4*]~CH[1*]N.c[2*]F.c[3*]C#N
290~266,hif2a,6,N#Cc1cccc(CN)c1F,OCc1ccc2cn[nH]c2c1F,CH[1*]N.c[2*]F.c[3*]C#N~CH[1*]O.c[2*]F.c[3*]:[nH]nc:[4*]
266~206,hif2a,8,FCc1c(CF)c(F)c2[nH]ncc2c1CF,Cc1cccc(F)c1CC#N,C[6*]F.C[4*]F.C[5*]F.c[1*]F.c[2*]:[nH]nc:[3*]~c[1*]F.C[2*]C#N.c[3*]C
206~266,hif2a,8,Cc1cccc(F)c1CC#N,FCc1c(CF)c(F)c2[nH]ncc2c1CF,c[1*]F.C[2*]C#N.c[3*]C~C[6*]F.C[4*]F.C[5*]F.c[1*]F.c[2*]:[nH]nc:[3*]
266~251,hif2a,9,Fc1c(SC(F)(F)F)ccc2cn[nH]c12,CNSc1cccc(F)c1F,S[4*]C(F)(F)F.c[1*]F.c[2*]:[nH]nc:[3*]~c[1*]F.c[2*]F.S[3*]NC
251~266,hif2a,9,CNSc1cccc(F)c1F,Fc1c(SC(F)(F)F)ccc2cn[nH]c12,c[1*]F.c[2*]F.S[3*]NC~S[4*]C(F)(F)F.c[1*]F.c[2*]:[nH]nc:[3*]
266~1,hif2a,8,FCc1c(CF)c(F)c2[nH]ncc2c1CF,Fc1ccccc1Cl,C[1*]F.C[2*]F.C[6*]F.c[3*]F.c[4*]:[nH]nc:[5*]~c[1*]F.c[2*]Cl
1~266,hif2a,8,Fc1ccccc1Cl,FCc1c(CF)c(F)c2[nH]ncc2c1CF,c[1*]F.c[2*]Cl~C[1*]F.C[2*]F.C[6*]F.c[3*]F.c[4*]:[nH]nc:[5*]
266~155,hif2a,9,FCc1c(CF)c(F)c2[nH]ncc2c1CF,N#Cc1ccccc1F,C[2*]F.C[1*]F.C[6*]F.c[3*]F.c[4*]:[nH]nc:[5*]~c[2*]C#N.c[1*]F
155~266,hif2a,9,N#Cc1ccccc1F,FCc1c(CF)c(F)c2[nH]ncc2c1CF,c[2*]C#N.c[1*]F~C[2*]F.C[1*]F.C[6*]F.c[3*]F.c[4*]:[nH]nc:[5*]
266~167,hif2a,7,FCc1cc2cn[nH]c2c(F)c1CF,N#Cc1ccccc1Cl,C[4*]F.C[5*]F.c[1*]F.c[2*]:[nH]nc:[3*]~c[2*]C#N.c[1*]Cl
167~266,hif2a,7,N#Cc1ccccc1Cl,FCc1cc2cn[nH]c2c(F)c1CF,c[2*]C#N.c[1*]Cl~C[4*]F.C[5*]F.c[1*]F.c[2*]:[nH]nc:[3*]
266~23,hif2a,8,FCc1c(CF)c(F)c2[nH]ncc2c1CF,OCc1cccc(F)c1F,C[1*]F.C[2*]F.C[6*]F.c[3*]F.c[4*]:[nH]nc:[5*]~c[2*]F.c[3*]F.CH[1*]O
23~266,hif2a,8,OCc1cccc(F)c1F,FCc1c(CF)c(F)c2[nH]ncc2c1CF,c[2*]F.c[3*]F.CH[1*]O~C[1*]F.C[2*]F.C[6*]F.c[3*]F.c[4*]:[nH]nc:[5*]
266~338,hif2a,10,Fc1c(SC(F)(F)F)ccc2cn[nH]c12,N#Cc1c(F)ccc(SN)c1CF,S[4*]C(F)(F)F.c[1*]F.c[2*]:[nH]nc:[3*]~c[2*]F.c[3*]C#N.CH[1*]F.S[4*]N
338~266,hif2a,10,N#Cc1c(F)ccc(SN)c1CF,Fc1c(SC(F)(F)F)ccc2cn[nH]c12,c[2*]F.c[3*]C#N.CH[1*]F.S[4*]N~S[4*]C(F)(F)F.c[1*]F.c[2*]:[nH]nc:[3*]
266~254,hif2a,9,Fc1c(SC(F)(F)F)ccc2cn[nH]c12,CNSc1cccc(F)c1C#N,S[4*]C(F)(F)F.c[1*]F.c[2*]:[nH]nc:[3*]~c[1*]F.c[2*]C#N.S[3*]NC
