Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
8         ,9         ,008_lig_ejm_45.sdf       ,009_lig_ejm_47.sdf       ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19
8         ,10        ,008_lig_ejm_45.sdf       ,010_lig_ejm_31.sdf       ,0.74082        ,0.74082        ,0.74082        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20
8         ,11        ,008_lig_ejm_45.sdf       ,011_lig_jmc_30.sdf       ,0.22313        ,0.22313        ,0.22313        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23
8         ,12        ,008_lig_ejm_45.sdf       ,012_lig_jmc_27.sdf       ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23
8         ,13        ,008_lig_ejm_45.sdf       ,013_lig_ejm_48.sdf       ,0.22313        ,0.22313        ,0.22313        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19
8         ,14        ,008_lig_ejm_45.sdf       ,014_lig_ejm_42.sdf       ,0.36788        ,0.36788        ,0.36788        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20
8         ,15        ,008_lig_ejm_45.sdf       ,015_lig_jmc_23.sdf       ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23
9         ,10        ,009_lig_ejm_47.sdf       ,010_lig_ejm_31.sdf       ,0.33287        ,0.33287        ,0.33287        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:20
9         ,11        ,009_lig_ejm_47.sdf       ,011_lig_jmc_30.sdf       ,0.04066        ,0.04066        ,0.04066        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23
9         ,12        ,009_lig_ejm_47.sdf       ,012_lig_jmc_27.sdf       ,0.04493        ,0.04493        ,0.04493        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23
9         ,13        ,009_lig_ejm_47.sdf       ,013_lig_ejm_48.sdf       ,0.04066        ,0.04066        ,0.04066        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19
9         ,14        ,009_lig_ejm_47.sdf       ,014_lig_ejm_42.sdf       ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:20
9         ,15        ,009_lig_ejm_47.sdf       ,015_lig_jmc_23.sdf       ,0.04493        ,0.04493        ,0.04493        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23
10        ,11        ,010_lig_ejm_31.sdf       ,011_lig_jmc_30.sdf       ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23
10        ,12        ,010_lig_ejm_31.sdf       ,012_lig_jmc_27.sdf       ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23
10        ,13        ,010_lig_ejm_31.sdf       ,013_lig_ejm_48.sdf       ,0.30119        ,0.30119        ,0.30119        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19
10        ,14        ,010_lig_ejm_31.sdf       ,014_lig_ejm_42.sdf       ,0.90484        ,0.90484        ,0.90484        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20
10        ,15        ,010_lig_ejm_31.sdf       ,015_lig_jmc_23.sdf       ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23
11        ,12        ,011_lig_jmc_30.sdf       ,012_lig_jmc_27.sdf       ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23
11        ,13        ,011_lig_jmc_30.sdf       ,013_lig_ejm_48.sdf       ,0.03679        ,0.03679        ,0.03679        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,23:19
11        ,14        ,011_lig_jmc_30.sdf       ,014_lig_ejm_42.sdf       ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,23:20
11        ,15        ,011_lig_jmc_30.sdf       ,015_lig_jmc_23.sdf       ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23
12        ,13        ,012_lig_jmc_27.sdf       ,013_lig_ejm_48.sdf       ,0.04066        ,0.04066        ,0.04066        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,23:19
12        ,14        ,012_lig_jmc_27.sdf       ,014_lig_ejm_42.sdf       ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,23:20
12        ,15        ,012_lig_jmc_27.sdf       ,015_lig_jmc_23.sdf       ,0.95123        ,0.95123        ,0.95123        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23
13        ,14        ,013_lig_ejm_48.sdf       ,014_lig_ejm_42.sdf       ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:20
13        ,15        ,013_lig_ejm_48.sdf       ,015_lig_jmc_23.sdf       ,0.04066        ,0.04066        ,0.04066        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:23
14        ,15        ,014_lig_ejm_42.sdf       ,015_lig_jmc_23.sdf       ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23
